dataset,index,name,preset_name,n,anf_terms,method,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,correct,abc_blif_correct,time_s,abc_time_s,mockturtle_time_s,klut_gates,klut_depth,xag_gates,xag_and,xag_xor,xag_depth,xag_other,mockturtle_commit,abc_script,source_manifest,skipped,error,abc_binary,klut_pis,klut_pos,mockturtle_tool,xag_pis,xag_pos
traditional,1,majority_n3,majority_n3,3,3,external_mockturtle_xag_k4,4,12,21,19,9,4,4,8,21.215,True,True,0.08375430107116699,0.035140275955200195,0.04767203330993652,1,1,4,3,1,3,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,3,1
traditional,117,truth_n5_36,truth_n5_36,5,10,external_mockturtle_xag_k4,4,44,75,43,31,15,15,21,77.95500000000001,True,True,0.0790719985961914,0.031500816345214844,0.04678606986999512,5,3,15,11,4,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,118,truth_n5_37,truth_n5_37,5,10,external_mockturtle_xag_k4,4,36,63,43,27,13,13,19,65.435,True,True,0.07898402214050293,0.03174901008605957,0.046621084213256836,4,2,13,9,4,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,119,truth_n5_38,truth_n5_38,5,16,external_mockturtle_xag_k4,4,44,81,49,37,18,18,24,84.345,True,True,0.07788896560668945,0.03152585029602051,0.045703887939453125,5,3,18,11,7,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,120,truth_n5_39,truth_n5_39,5,19,external_mockturtle_xag_k4,4,28,57,43,29,14,14,20,59.215,True,True,0.08096814155578613,0.03338289260864258,0.046784162521362305,5,3,14,7,7,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,85,truth_n5_4,truth_n5_4,5,18,external_mockturtle_xag_k4,4,52,87,43,35,17,17,23,90.475,True,True,0.08096003532409668,0.03292489051818848,0.047394752502441406,5,3,17,13,4,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,121,truth_n5_40,truth_n5_40,5,18,external_mockturtle_xag_k4,4,32,61,43,29,14,14,20,63.375,True,True,0.08062219619750977,0.0331571102142334,0.04662799835205078,3,2,14,8,6,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,122,truth_n5_41,truth_n5_41,5,17,external_mockturtle_xag_k4,4,52,89,49,37,18,18,24,92.66499999999999,True,True,0.08069896697998047,0.03316688537597656,0.04693889617919922,5,3,18,13,5,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,123,truth_n5_42,truth_n5_42,5,23,external_mockturtle_xag_k4,4,56,95,49,39,19,19,25,98.925,True,True,0.08002686500549316,0.03307199478149414,0.046235084533691406,5,3,19,14,5,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,124,truth_n5_43,truth_n5_43,5,11,external_mockturtle_xag_k4,4,48,83,43,35,17,17,23,86.315,True,True,0.08025097846984863,0.032958984375,0.04661989212036133,4,2,17,12,5,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,125,truth_n5_44,truth_n5_44,5,21,external_mockturtle_xag_k4,4,52,83,43,31,15,15,21,86.275,True,True,0.08034706115722656,0.03306007385253906,0.046652793884277344,5,3,15,13,2,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,126,truth_n5_45,truth_n5_45,5,18,external_mockturtle_xag_k4,4,52,89,49,37,18,18,24,92.66499999999999,True,True,0.08027195930480957,0.03285717964172363,0.04675006866455078,5,3,18,13,5,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,127,truth_n5_46,truth_n5_46,5,19,external_mockturtle_xag_k4,4,44,79,55,35,17,17,23,82.33500000000001,True,True,0.07970714569091797,0.03271889686584473,0.04633784294128418,5,3,17,11,6,9,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,128,truth_n5_47,truth_n5_47,5,17,external_mockturtle_xag_k4,4,56,93,49,37,18,18,24,96.82499999999999,True,True,0.0800318717956543,0.033010244369506836,0.046405792236328125,5,3,18,14,4,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,129,truth_n5_48,truth_n5_48,5,22,external_mockturtle_xag_k4,4,52,93,55,41,20,20,26,96.955,True,True,0.07976579666137695,0.03280305862426758,0.04629325866699219,5,3,20,13,7,9,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,130,truth_n5_49,truth_n5_49,5,17,external_mockturtle_xag_k4,4,52,89,49,37,18,18,24,92.66499999999999,True,True,0.07958388328552246,0.032988786697387695,0.04591989517211914,5,3,18,13,5,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,86,truth_n5_5,truth_n5_5,5,14,external_mockturtle_xag_k4,4,44,75,37,31,15,15,21,77.86500000000001,True,True,0.08103704452514648,0.032881975173950195,0.047435760498046875,5,3,15,11,4,6,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,131,truth_n5_50,truth_n5_50,5,19,external_mockturtle_xag_k4,4,40,77,49,37,18,18,24,80.185,True,True,0.08001399040222168,0.03270387649536133,0.04671216011047363,4,2,18,10,8,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,132,truth_n5_51,truth_n5_51,5,14,external_mockturtle_xag_k4,4,36,71,49,35,17,17,23,73.92500000000001,True,True,0.07912588119506836,0.03212308883666992,0.04629683494567871,4,2,17,9,8,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,133,truth_n5_52,truth_n5_52,5,18,external_mockturtle_xag_k4,4,40,77,49,37,18,18,24,80.185,True,True,0.0794370174407959,0.03348183631896973,0.04526019096374512,5,3,18,10,8,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,134,truth_n5_53,truth_n5_53,5,16,external_mockturtle_xag_k4,4,40,71,43,31,15,15,21,73.79500000000002,True,True,0.0792388916015625,0.03282618522644043,0.0457158088684082,5,3,15,10,5,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,135,truth_n5_54,truth_n5_54,5,12,external_mockturtle_xag_k4,4,48,79,37,31,15,15,21,82.025,True,True,0.07895088195800781,0.03274106979370117,0.0456240177154541,4,2,15,12,3,6,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,136,truth_n5_55,truth_n5_55,5,14,external_mockturtle_xag_k4,4,40,73,37,33,16,16,22,75.805,True,True,0.08077001571655273,0.03415226936340332,0.04594016075134277,5,3,16,10,6,6,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,137,truth_n5_56,truth_n5_56,5,11,external_mockturtle_xag_k4,4,36,73,49,37,18,18,24,76.025,True,True,0.07991790771484375,0.033110857009887695,0.046097755432128906,5,3,18,9,9,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,138,truth_n5_57,truth_n5_57,5,17,external_mockturtle_xag_k4,4,52,89,49,37,18,18,24,92.66499999999999,True,True,0.0798797607421875,0.032913923263549805,0.04633331298828125,4,2,18,13,5,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,139,truth_n5_58,truth_n5_58,5,9,external_mockturtle_xag_k4,4,36,63,37,27,13,13,19,65.345,True,True,0.08012580871582031,0.03397226333618164,0.0455479621887207,3,2,13,9,4,6,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,140,truth_n5_59,truth_n5_59,5,17,external_mockturtle_xag_k4,4,44,75,37,31,15,15,21,77.86500000000001,True,True,0.08034515380859375,0.03271889686584473,0.04702615737915039,6,3,15,11,4,6,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,87,truth_n5_6,truth_n5_6,5,21,external_mockturtle_xag_k4,4,32,59,43,27,13,13,19,61.275000000000006,True,True,0.08054900169372559,0.03254103660583496,0.047222137451171875,3,2,13,8,5,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,141,truth_n5_60,truth_n5_60,5,19,external_mockturtle_xag_k4,4,28,57,49,29,14,14,20,59.305,True,True,0.08048701286315918,0.033263206481933594,0.046556949615478516,3,2,14,7,7,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,142,truth_n5_61,truth_n5_61,5,14,external_mockturtle_xag_k4,4,36,65,49,29,14,14,20,67.625,True,True,0.07979011535644531,0.03243708610534668,0.04671788215637207,3,2,14,9,5,8,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,143,truth_n5_62,truth_n5_62,5,21,external_mockturtle_xag_k4,4,24,51,43,27,13,13,19,52.955,True,True,0.07963418960571289,0.03276801109313965,0.046189069747924805,3,2,13,6,7,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,144,truth_n5_63,truth_n5_63,5,14,external_mockturtle_xag_k4,4,32,57,37,25,12,12,18,59.085,True,True,0.07916903495788574,0.031636953353881836,0.04678678512573242,3,2,12,8,4,6,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,88,truth_n5_7,truth_n5_7,5,14,external_mockturtle_xag_k4,4,44,77,43,33,16,16,22,80.055,True,True,0.08003091812133789,0.03359794616699219,0.04579496383666992,5,3,16,11,5,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,89,truth_n5_8,truth_n5_8,5,21,external_mockturtle_xag_k4,4,52,87,43,35,17,17,23,90.475,True,True,0.07990813255310059,0.03343796730041504,0.045822858810424805,5,3,17,13,4,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,90,truth_n5_9,truth_n5_9,5,15,external_mockturtle_xag_k4,4,52,87,43,35,17,17,23,90.475,True,True,0.07995390892028809,0.033484697341918945,0.0458371639251709,5,3,17,13,4,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,5,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,5,1
traditional,14,adder_carry_w3,adder_carry_w3,6,7,external_mockturtle_xag_k4,4,36,59,31,23,11,11,18,61.055,True,True,0.07983112335205078,0.03276491165161133,0.04637503623962402,3,2,11,9,2,5,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,10,majority_n6,majority_n6,6,15,external_mockturtle_xag_k4,4,76,139,55,63,31,31,38,145.015,True,True,0.08138608932495117,0.0330507755279541,0.04764294624328613,9,3,31,19,12,9,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,16,mul_w3_bit2,mul_w3_bit2,6,4,external_mockturtle_xag_k4,4,28,53,43,25,12,12,19,55.015,True,True,0.08091115951538086,0.032730817794799805,0.04747891426086426,4,2,12,7,5,7,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,12,mux_2_4,mux_2_4,6,9,external_mockturtle_xag_k4,4,24,45,31,21,10,10,17,46.475,True,True,0.08016180992126465,0.03301715850830078,0.04637289047241211,4,2,10,6,4,5,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,9,parity_n6,parity_n6,6,6,external_mockturtle_xag_k4,4,0,11,25,11,5,5,12,10.925,True,True,0.08117890357971191,0.03302407264709473,0.04746222496032715,3,2,5,0,5,4,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,11,threshold3_n6,threshold3_n6,6,35,external_mockturtle_xag_k4,4,92,159,55,67,33,33,40,165.85500000000002,True,True,0.08052206039428711,0.03369402885437012,0.046015024185180664,10,3,33,23,10,9,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,145,truth_n6_0,truth_n6_0,6,29,external_mockturtle_xag_k4,4,108,193,79,85,42,42,49,201.755,True,True,0.07948899269104004,0.03320765495300293,0.04558300971984863,11,4,42,27,15,13,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,146,truth_n6_1,truth_n6_1,6,36,external_mockturtle_xag_k4,4,144,241,61,97,48,48,55,251.52499999999998,True,True,0.07985091209411621,0.03307914733886719,0.04611015319824219,15,4,48,36,12,10,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,155,truth_n6_10,truth_n6_10,6,36,external_mockturtle_xag_k4,4,100,183,73,83,41,41,48,191.245,True,True,0.07997012138366699,0.03266572952270508,0.0465540885925293,13,4,41,25,16,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,156,truth_n6_11,truth_n6_11,6,37,external_mockturtle_xag_k4,4,84,157,61,73,36,36,43,163.925,True,True,0.08007192611694336,0.03312087059020996,0.04631400108337402,8,3,36,21,15,10,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,157,truth_n6_12,truth_n6_12,6,29,external_mockturtle_xag_k4,4,108,197,79,89,44,44,51,205.95499999999998,True,True,0.08018207550048828,0.03243088722229004,0.046913862228393555,12,4,44,27,17,13,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,158,truth_n6_13,truth_n6_13,6,38,external_mockturtle_xag_k4,4,96,173,73,77,38,38,45,180.785,True,True,0.07998204231262207,0.03230404853820801,0.04699397087097168,11,3,38,24,14,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,159,truth_n6_14,truth_n6_14,6,34,external_mockturtle_xag_k4,4,88,169,79,81,40,40,47,176.755,True,True,0.07964062690734863,0.03277111053466797,0.046154022216796875,11,4,40,22,18,13,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,160,truth_n6_15,truth_n6_15,6,29,external_mockturtle_xag_k4,4,100,189,73,89,44,44,51,197.54500000000002,True,True,0.07956480979919434,0.03341412544250488,0.045393943786621094,13,4,44,25,19,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,161,truth_n6_16,truth_n6_16,6,35,external_mockturtle_xag_k4,4,104,183,67,79,39,39,46,191.115,True,True,0.0794990062713623,0.032456159591674805,0.046416282653808594,10,3,39,26,13,11,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,162,truth_n6_17,truth_n6_17,6,31,external_mockturtle_xag_k4,4,100,183,73,83,41,41,48,191.245,True,True,0.08024191856384277,0.03322720527648926,0.046305179595947266,11,4,41,25,16,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,163,truth_n6_18,truth_n6_18,6,34,external_mockturtle_xag_k4,4,88,169,73,81,40,40,47,176.66500000000002,True,True,0.08048605918884277,0.03229069709777832,0.0475308895111084,12,4,40,22,18,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,164,truth_n6_19,truth_n6_19,6,33,external_mockturtle_xag_k4,4,112,193,61,81,40,40,47,201.445,True,True,0.07958388328552246,0.03203892707824707,0.046878814697265625,12,4,40,28,12,10,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,147,truth_n6_2,truth_n6_2,6,37,external_mockturtle_xag_k4,4,92,165,73,73,36,36,43,172.425,True,True,0.07905101776123047,0.032605886459350586,0.045709848403930664,11,3,36,23,13,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
