dataset,name,n,method,selection_objective,selected_k,T,CNOT,depth,gates,peak_ancilla,score,line_score,correct,candidate_ks,abc_binary,abc_lut_max_fanin,abc_lut_nodes,abc_script,anf_terms,error,explicit_ancilla,index,n_qubits,preset_name,skipped,source_manifest,time_s
traditional,truth_n4_2,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,72,139,141,69,6,92.365,140.365,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,5,strash; if -K 3,12,,5,19,10,truth_n4_2,,benchmark_exports/traditional_resource_external_seed42,0.05106806755065918
traditional,truth_n4_2,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,104,179,181,77,3,120.645,189.64499999999998,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,12,,1,19,6,truth_n4_2,,benchmark_exports/traditional_resource_external_seed42,0.048963069915771484
traditional,truth_n4_20,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,48,85,85,37,2,57.044999999999995,57.044999999999995,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,37,6,truth_n4_20,,benchmark_exports/traditional_resource_external_seed42,0.08425688743591309
traditional,truth_n4_20,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,48,85,85,37,2,57.044999999999995,57.044999999999995,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,37,6,truth_n4_20,,benchmark_exports/traditional_resource_external_seed42,0.08425688743591309
traditional,truth_n4_20,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,48,85,85,37,2,57.044999999999995,73.04499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,37,6,truth_n4_20,,benchmark_exports/traditional_resource_external_seed42,0.08425688743591309
traditional,truth_n4_20,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,48,85,85,37,2,57.044999999999995,103.04499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,37,6,truth_n4_20,,benchmark_exports/traditional_resource_external_seed42,0.08425688743591309
traditional,truth_n4_21,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,48,83,85,37,2,56.964999999999996,56.964999999999996,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,38,6,truth_n4_21,,benchmark_exports/traditional_resource_external_seed42,0.08338093757629395
traditional,truth_n4_21,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,48,83,85,37,2,56.964999999999996,56.964999999999996,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,38,6,truth_n4_21,,benchmark_exports/traditional_resource_external_seed42,0.08338093757629395
traditional,truth_n4_21,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,48,83,85,37,2,56.964999999999996,72.965,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,38,6,truth_n4_21,,benchmark_exports/traditional_resource_external_seed42,0.08338093757629395
traditional,truth_n4_21,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,48,83,85,37,2,56.964999999999996,102.965,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,38,6,truth_n4_21,,benchmark_exports/traditional_resource_external_seed42,0.08338093757629395
traditional,truth_n4_22,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,72,127,127,55,3,85.535,85.535,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,39,6,truth_n4_22,,benchmark_exports/traditional_resource_external_seed42,0.08644890785217285
traditional,truth_n4_22,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,72,127,127,55,3,85.535,85.535,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,39,6,truth_n4_22,,benchmark_exports/traditional_resource_external_seed42,0.08644890785217285
traditional,truth_n4_22,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,72,127,127,55,3,85.535,109.535,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,39,6,truth_n4_22,,benchmark_exports/traditional_resource_external_seed42,0.08644890785217285
traditional,truth_n4_22,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,72,127,127,55,3,85.535,154.535,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,39,6,truth_n4_22,,benchmark_exports/traditional_resource_external_seed42,0.08644890785217285
traditional,truth_n4_23,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,40,73,75,35,2,48.395,48.395,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,7,,1,40,6,truth_n4_23,,benchmark_exports/traditional_resource_external_seed42,0.09542489051818848
traditional,truth_n4_23,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,40,73,75,35,2,48.395,48.395,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,7,,1,40,6,truth_n4_23,,benchmark_exports/traditional_resource_external_seed42,0.09542489051818848
traditional,truth_n4_23,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,40,73,75,35,2,48.395,64.39500000000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,7,,1,40,6,truth_n4_23,,benchmark_exports/traditional_resource_external_seed42,0.09542489051818848
traditional,truth_n4_23,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,40,73,75,35,2,48.395,94.39500000000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,7,,1,40,6,truth_n4_23,,benchmark_exports/traditional_resource_external_seed42,0.09542489051818848
traditional,truth_n4_24,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,112,191,193,81,3,129.345,129.345,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,12,,1,41,6,truth_n4_24,,benchmark_exports/traditional_resource_external_seed42,0.0935978889465332
traditional,truth_n4_24,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,112,191,193,81,3,129.345,129.345,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,12,,1,41,6,truth_n4_24,,benchmark_exports/traditional_resource_external_seed42,0.0935978889465332
traditional,truth_n4_24,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,88,161,163,75,5,107.63499999999999,147.635,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,4,strash; if -K 3,12,,4,41,9,truth_n4_24,,benchmark_exports/traditional_resource_external_seed42,0.09272480010986328
traditional,truth_n4_24,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,112,191,193,81,3,129.345,198.345,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,12,,1,41,6,truth_n4_24,,benchmark_exports/traditional_resource_external_seed42,0.0935978889465332
traditional,truth_n4_25,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,48,85,87,39,2,57.095,57.095,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,7,,1,42,6,truth_n4_25,,benchmark_exports/traditional_resource_external_seed42,0.0954430103302002
traditional,truth_n4_25,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,48,85,87,39,2,57.095,57.095,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,7,,1,42,6,truth_n4_25,,benchmark_exports/traditional_resource_external_seed42,0.0954430103302002
traditional,truth_n4_25,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,48,85,87,39,2,57.095,73.095,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,7,,1,42,6,truth_n4_25,,benchmark_exports/traditional_resource_external_seed42,0.0954430103302002
traditional,truth_n4_25,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,48,85,87,39,2,57.095,103.095,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,7,,1,42,6,truth_n4_25,,benchmark_exports/traditional_resource_external_seed42,0.0954430103302002
traditional,truth_n4_26,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,56,99,101,45,3,67.92500000000001,67.92500000000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,8,,1,43,6,truth_n4_26,,benchmark_exports/traditional_resource_external_seed42,0.1229560375213623
traditional,truth_n4_26,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,56,99,101,45,3,67.92500000000001,67.92500000000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,8,,1,43,6,truth_n4_26,,benchmark_exports/traditional_resource_external_seed42,0.1229560375213623
traditional,truth_n4_26,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,56,99,101,45,3,67.92500000000001,91.92500000000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,8,,1,43,6,truth_n4_26,,benchmark_exports/traditional_resource_external_seed42,0.1229560375213623
traditional,truth_n4_26,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,56,99,101,45,3,67.92500000000001,136.925,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,8,,1,43,6,truth_n4_26,,benchmark_exports/traditional_resource_external_seed42,0.1229560375213623
traditional,truth_n4_27,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,56,101,103,47,2,66.055,66.055,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,44,6,truth_n4_27,,benchmark_exports/traditional_resource_external_seed42,0.12665414810180664
traditional,truth_n4_27,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,56,101,103,47,2,66.055,66.055,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,44,6,truth_n4_27,,benchmark_exports/traditional_resource_external_seed42,0.12665414810180664
traditional,truth_n4_27,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,56,101,103,47,2,66.055,82.055,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,44,6,truth_n4_27,,benchmark_exports/traditional_resource_external_seed42,0.12665414810180664
traditional,truth_n4_27,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,56,101,103,47,2,66.055,112.055,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,44,6,truth_n4_27,,benchmark_exports/traditional_resource_external_seed42,0.12665414810180664
traditional,truth_n4_28,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,80,139,139,59,3,94.235,94.235,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,45,6,truth_n4_28,,benchmark_exports/traditional_resource_external_seed42,0.19520211219787598
traditional,truth_n4_28,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,80,139,139,59,3,94.235,94.235,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,45,6,truth_n4_28,,benchmark_exports/traditional_resource_external_seed42,0.19520211219787598
traditional,truth_n4_28,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,80,139,139,59,3,94.235,118.235,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,45,6,truth_n4_28,,benchmark_exports/traditional_resource_external_seed42,0.19520211219787598
traditional,truth_n4_28,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,80,139,139,59,3,94.235,163.235,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,45,6,truth_n4_28,,benchmark_exports/traditional_resource_external_seed42,0.19520211219787598
traditional,truth_n4_29,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,56,99,99,43,2,65.875,65.875,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,7,,1,46,6,truth_n4_29,,benchmark_exports/traditional_resource_external_seed42,0.19057273864746094
traditional,truth_n4_29,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,56,99,99,43,2,65.875,65.875,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,7,,1,46,6,truth_n4_29,,benchmark_exports/traditional_resource_external_seed42,0.19057273864746094
traditional,truth_n4_29,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,56,99,99,43,2,65.875,81.875,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,7,,1,46,6,truth_n4_29,,benchmark_exports/traditional_resource_external_seed42,0.19057273864746094
traditional,truth_n4_29,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,56,99,99,43,2,65.875,111.875,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,7,,1,46,6,truth_n4_29,,benchmark_exports/traditional_resource_external_seed42,0.19057273864746094
traditional,truth_n4_3,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,96,167,167,71,3,111.895,111.895,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,11,,1,20,6,truth_n4_3,,benchmark_exports/traditional_resource_external_seed42,0.051039695739746094
traditional,truth_n4_3,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,96,167,167,71,3,111.895,111.895,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,11,,1,20,6,truth_n4_3,,benchmark_exports/traditional_resource_external_seed42,0.051039695739746094
traditional,truth_n4_3,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,56,111,115,59,4,70.755,102.755,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,3,strash; if -K 3,11,,3,20,8,truth_n4_3,,benchmark_exports/traditional_resource_external_seed42,0.05001497268676758
traditional,truth_n4_3,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,56,111,115,59,4,70.755,162.755,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,3,strash; if -K 3,11,,3,20,8,truth_n4_3,,benchmark_exports/traditional_resource_external_seed42,0.05001497268676758
traditional,truth_n4_30,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,48,89,91,43,2,57.355000000000004,57.355000000000004,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,47,6,truth_n4_30,,benchmark_exports/traditional_resource_external_seed42,0.1987912654876709
traditional,truth_n4_30,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,48,89,91,43,2,57.355000000000004,57.355000000000004,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,47,6,truth_n4_30,,benchmark_exports/traditional_resource_external_seed42,0.1987912654876709
traditional,truth_n4_30,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,48,89,91,43,2,57.355000000000004,73.355,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,47,6,truth_n4_30,,benchmark_exports/traditional_resource_external_seed42,0.1987912654876709
traditional,truth_n4_30,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,48,89,91,43,2,57.355000000000004,103.355,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,47,6,truth_n4_30,,benchmark_exports/traditional_resource_external_seed42,0.1987912654876709
traditional,truth_n4_31,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,96,163,165,69,3,111.68499999999999,111.68499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,10,,1,48,6,truth_n4_31,,benchmark_exports/traditional_resource_external_seed42,0.3135380744934082
traditional,truth_n4_31,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,96,163,165,69,3,111.68499999999999,111.68499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,10,,1,48,6,truth_n4_31,,benchmark_exports/traditional_resource_external_seed42,0.3135380744934082
traditional,truth_n4_31,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,96,163,165,69,3,111.68499999999999,135.685,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,10,,1,48,6,truth_n4_31,,benchmark_exports/traditional_resource_external_seed42,0.3135380744934082
traditional,truth_n4_31,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,96,163,165,69,3,111.68499999999999,180.685,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,10,,1,48,6,truth_n4_31,,benchmark_exports/traditional_resource_external_seed42,0.3135380744934082
traditional,truth_n4_32,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,64,113,113,49,2,74.70499999999998,74.70499999999998,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,8,,1,49,6,truth_n4_32,,benchmark_exports/traditional_resource_external_seed42,0.25745081901550293
traditional,truth_n4_32,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,64,113,113,49,2,74.70499999999998,74.70499999999998,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,8,,1,49,6,truth_n4_32,,benchmark_exports/traditional_resource_external_seed42,0.25745081901550293
traditional,truth_n4_32,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,64,113,113,49,2,74.70499999999998,90.70499999999998,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,8,,1,49,6,truth_n4_32,,benchmark_exports/traditional_resource_external_seed42,0.25745081901550293
traditional,truth_n4_32,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,64,113,113,49,2,74.70499999999998,120.70499999999998,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,8,,1,49,6,truth_n4_32,,benchmark_exports/traditional_resource_external_seed42,0.25745081901550293
traditional,truth_n4_33,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,48,83,85,37,2,56.964999999999996,56.964999999999996,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,50,6,truth_n4_33,,benchmark_exports/traditional_resource_external_seed42,0.3286750316619873
traditional,truth_n4_33,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,48,83,85,37,2,56.964999999999996,56.964999999999996,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,50,6,truth_n4_33,,benchmark_exports/traditional_resource_external_seed42,0.3286750316619873
traditional,truth_n4_33,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,48,83,85,37,2,56.964999999999996,72.965,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,50,6,truth_n4_33,,benchmark_exports/traditional_resource_external_seed42,0.3286750316619873
traditional,truth_n4_33,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,48,83,85,37,2,56.964999999999996,102.965,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,50,6,truth_n4_33,,benchmark_exports/traditional_resource_external_seed42,0.3286750316619873
traditional,truth_n4_34,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,48,83,83,35,3,58.915,58.915,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,5,,1,51,6,truth_n4_34,,benchmark_exports/traditional_resource_external_seed42,0.37483692169189453
traditional,truth_n4_34,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,48,83,83,35,3,58.915,58.915,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,5,,1,51,6,truth_n4_34,,benchmark_exports/traditional_resource_external_seed42,0.37483692169189453
traditional,truth_n4_34,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,48,83,83,35,3,58.915,82.91499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,5,,1,51,6,truth_n4_34,,benchmark_exports/traditional_resource_external_seed42,0.37483692169189453
traditional,truth_n4_34,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,48,83,83,35,3,58.915,127.91499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,5,,1,51,6,truth_n4_34,,benchmark_exports/traditional_resource_external_seed42,0.37483692169189453
traditional,truth_n4_35,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,64,107,109,45,3,76.36500000000001,76.36500000000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,52,6,truth_n4_35,,benchmark_exports/traditional_resource_external_seed42,0.3254079818725586
traditional,truth_n4_35,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,64,107,109,45,3,76.36500000000001,76.36500000000001,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,6,,1,52,6,truth_n4_35,,benchmark_exports/traditional_resource_external_seed42,0.3254079818725586
traditional,truth_n4_35,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,40,75,77,37,4,52.525,84.525,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,3,strash; if -K 3,6,,3,52,8,truth_n4_35,,benchmark_exports/traditional_resource_external_seed42,0.3381927013397217
traditional,truth_n4_35,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,40,75,77,37,4,52.525,144.525,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,3,strash; if -K 3,6,,3,52,8,truth_n4_35,,benchmark_exports/traditional_resource_external_seed42,0.3381927013397217
traditional,truth_n4_36,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,56,103,103,47,2,66.13499999999999,66.13499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,53,6,truth_n4_36,,benchmark_exports/traditional_resource_external_seed42,0.3763868808746338
traditional,truth_n4_36,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,56,103,103,47,2,66.13499999999999,66.13499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,53,6,truth_n4_36,,benchmark_exports/traditional_resource_external_seed42,0.3763868808746338
traditional,truth_n4_36,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,56,103,103,47,2,66.13499999999999,82.13499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,53,6,truth_n4_36,,benchmark_exports/traditional_resource_external_seed42,0.3763868808746338
traditional,truth_n4_36,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,4,56,103,103,47,2,66.13499999999999,112.13499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,53,6,truth_n4_36,,benchmark_exports/traditional_resource_external_seed42,0.3763868808746338
traditional,truth_n4_37,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,112,187,187,75,3,129.035,129.035,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,54,6,truth_n4_37,,benchmark_exports/traditional_resource_external_seed42,0.53485107421875
traditional,truth_n4_37,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,112,187,187,75,3,129.035,129.035,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,9,,1,54,6,truth_n4_37,,benchmark_exports/traditional_resource_external_seed42,0.53485107421875
traditional,truth_n4_37,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,3,56,105,111,55,4,70.41499999999999,102.41499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,3,strash; if -K 3,9,,3,54,8,truth_n4_37,,benchmark_exports/traditional_resource_external_seed42,0.5344369411468506
traditional,truth_n4_37,4,external_ros_lut_line_w25,score_with_ancilla_weight_25,3,56,105,111,55,4,70.41499999999999,162.415,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,3,strash; if -K 3,9,,3,54,8,truth_n4_37,,benchmark_exports/traditional_resource_external_seed42,0.5344369411468506
traditional,truth_n4_38,4,external_ros_lut_min_ancilla,min_peak_ancilla_then_score,4,64,111,113,49,3,76.62499999999999,76.62499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,8,,1,55,6,truth_n4_38,,benchmark_exports/traditional_resource_external_seed42,0.6357920169830322
traditional,truth_n4_38,4,external_ros_lut_k4_line_cap,best_score_with_peak_ancilla_le_k4,4,64,111,113,49,3,76.62499999999999,76.62499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,8,,1,55,6,truth_n4_38,,benchmark_exports/traditional_resource_external_seed42,0.6357920169830322
traditional,truth_n4_38,4,external_ros_lut_line_w10,score_with_ancilla_weight_10,4,64,111,113,49,3,76.62499999999999,100.62499999999999,True,"3,4,5",/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,4,1,strash; if -K 4,8,,1,55,6,truth_n4_38,,benchmark_exports/traditional_resource_external_seed42,0.6357920169830322
