dataset,name,n,budget,cap_fraction,peak_cap,method,selected_policy,solver_mode,checkpoint_candidates,selected_checkpoint_nodes,evaluated_subsets,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,lut_nodes,lut_edges,selected_k,exact_over_checkpoint_candidates,official_ros_fully_reproduced,error
traditional,truth_n5_12,5,minline,0.0,5.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,3,0,160,281,285,125,3,5,9,186.76500000000001,3.0,2.0,4,True,False,
traditional,truth_n5_13,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,200,325,325,125,1,3,7,225.125,1.0,0.0,5,True,False,
traditional,truth_n5_13,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,200,325,325,125,1,3,7,225.125,1.0,0.0,5,True,False,
traditional,truth_n5_14,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,176,289,291,115,1,3,7,199.07500000000002,1.0,0.0,5,True,False,
traditional,truth_n5_14,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,176,289,291,115,1,3,7,199.07500000000002,1.0,0.0,5,True,False,
traditional,truth_n5_15,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,144,241,241,97,1,4,7,166.225,1.0,0.0,5,True,False,
traditional,truth_n5_15,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,144,241,241,97,1,4,7,166.225,1.0,0.0,5,True,False,
traditional,truth_n5_16,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,224,371,371,147,1,4,7,253.875,1.0,0.0,5,True,False,
traditional,truth_n5_16,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,224,371,371,147,1,4,7,253.875,1.0,0.0,5,True,False,
traditional,truth_n5_17,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,136,229,229,93,1,3,7,155.525,1.0,0.0,5,True,False,
traditional,truth_n5_17,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,136,229,229,93,1,3,7,155.525,1.0,0.0,5,True,False,
traditional,truth_n5_18,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,104,175,177,73,1,3,7,120.385,1.0,0.0,5,True,False,
traditional,truth_n5_18,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,104,175,177,73,1,3,7,120.385,1.0,0.0,5,True,False,
traditional,truth_n5_19,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,144,245,247,103,1,3,7,164.53500000000003,1.0,0.0,5,True,False,
traditional,truth_n5_19,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,144,245,247,103,1,3,7,164.53500000000003,1.0,0.0,5,True,False,
traditional,truth_n5_20,5,keep100,1.0,7,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,exact_exhaustive,1,6,2,128,233,241,113,6,7,12,156.065,6.0,6.0,3,True,False,
traditional,truth_n5_20,5,minline,0.0,6.0,external_ros_lut_checkpoint_opt_minline,fanout_checkpoint,exact_exhaustive,1,1,2,280,515,535,255,2,6,8,323.175,6.0,6.0,3,True,False,
traditional,truth_n5_21,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,152,255,255,103,1,3,7,173.05499999999998,1.0,0.0,5,True,False,
traditional,truth_n5_21,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,152,255,255,103,1,3,7,173.05499999999998,1.0,0.0,5,True,False,
traditional,truth_n5_22,5,keep100,1.0,5,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,168,291,293,125,3,5,9,195.285,3.0,2.0,4,True,False,
traditional,truth_n5_22,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,320,551,553,233,1,4,7,360.665,3.0,2.0,4,True,False,
traditional,truth_n5_23,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,200,331,331,131,1,4,7,227.51500000000001,1.0,0.0,5,True,False,
traditional,truth_n5_23,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,200,331,331,131,1,4,7,227.51500000000001,1.0,0.0,5,True,False,
traditional,truth_n5_24,5,keep100,1.0,8,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,7,0,160,307,311,151,7,8,13,194.45499999999998,7.0,6.0,3,True,False,
traditional,truth_n5_24,5,line75,0.75,6,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,376,727,739,363,1,6,7,431.79499999999996,7.0,6.0,3,True,False,
traditional,truth_n5_24,5,minline,0.0,6.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,376,727,739,363,1,6,7,431.79499999999996,7.0,6.0,3,True,False,
traditional,truth_n5_25,5,keep100,1.0,7,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,6,0,128,233,237,109,6,7,12,155.965,6.0,5.0,3,True,False,
traditional,truth_n5_25,5,line75,0.75,5,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,408,741,751,343,1,5,7,462.335,6.0,5.0,3,True,False,
traditional,truth_n5_25,5,minline,0.0,5.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,408,741,751,343,1,5,7,462.335,6.0,5.0,3,True,False,
traditional,truth_n5_26,5,keep100,1.0,7,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,5,0,184,325,333,149,5,7,11,217.485,5.0,4.0,4,True,False,
traditional,truth_n5_26,5,minline,0.0,6.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,496,871,893,397,1,6,7,560.205,5.0,4.0,4,True,False,
traditional,truth_n5_27,5,keep100,1.0,8,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,7,0,208,383,385,177,7,8,13,246.865,7.0,6.0,3,True,False,
traditional,truth_n5_27,5,line75,0.75,6,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,536,987,995,459,1,6,7,606.995,7.0,6.0,3,True,False,
traditional,truth_n5_27,5,minline,0.0,6.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,536,987,995,459,1,6,7,606.995,7.0,6.0,3,True,False,
traditional,truth_n5_28,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,192,317,317,125,1,3,7,216.685,1.0,0.0,5,True,False,
traditional,truth_n5_28,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,192,317,317,125,1,3,7,216.685,1.0,0.0,5,True,False,
traditional,truth_n5_29,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,192,315,317,125,1,3,7,216.605,1.0,0.0,5,True,False,
traditional,truth_n5_29,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,192,315,317,125,1,3,7,216.605,1.0,0.0,5,True,False,
traditional,truth_n5_30,5,keep100,1.0,7,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,6,0,144,261,265,121,6,7,12,173.625,6.0,5.0,3,True,False,
traditional,truth_n5_30,5,line75,0.75,5,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,456,821,831,375,1,5,7,515.0550000000001,6.0,5.0,3,True,False,
traditional,truth_n5_30,5,minline,0.0,5.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,456,821,831,375,1,5,7,515.0550000000001,6.0,5.0,3,True,False,
traditional,truth_n5_31,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,208,351,353,145,1,3,7,234.78499999999997,1.0,0.0,5,True,False,
traditional,truth_n5_31,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,208,351,353,145,1,3,7,234.78499999999997,1.0,0.0,5,True,False,
traditional,truth_n5_32,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,184,305,307,123,1,3,7,208.03499999999997,1.0,0.0,5,True,False,
traditional,truth_n5_32,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,184,305,307,123,1,3,7,208.03499999999997,1.0,0.0,5,True,False,
traditional,truth_n5_33,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,224,375,375,151,1,4,7,254.135,1.0,0.0,5,True,False,
traditional,truth_n5_33,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,224,375,375,151,1,4,7,254.135,1.0,0.0,5,True,False,
traditional,truth_n5_34,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,152,273,277,125,3,4,9,176.325,3.0,2.0,4,True,False,
traditional,truth_n5_34,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,3,0,152,273,277,125,3,4,9,176.325,3.0,2.0,4,True,False,
traditional,truth_n5_35,5,keep100,1.0,11,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,10,0,224,413,417,193,10,11,16,270.70500000000004,10.0,9.0,3,True,False,
traditional,truth_n5_35,5,line75,0.75,8,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,648,1223,1239,591,1,6,7,733.415,10.0,9.0,3,True,False,
traditional,truth_n5_35,5,minline,0.0,6.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,648,1223,1239,591,1,6,7,733.415,10.0,9.0,3,True,False,
traditional,truth_n5_36,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,152,249,249,97,1,4,7,174.66500000000002,1.0,0.0,5,True,False,
traditional,truth_n5_36,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,152,249,249,97,1,4,7,174.66500000000002,1.0,0.0,5,True,False,
traditional,truth_n5_37,5,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,80,139,141,61,1,2,7,92.285,1.0,0.0,5,True,False,
traditional,truth_n5_37,5,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,80,139,141,61,1,2,7,92.285,1.0,0.0,5,True,False,
traditional,truth_n5_38,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,208,345,345,137,1,4,7,236.34500000000003,1.0,0.0,5,True,False,
traditional,truth_n5_38,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,208,345,345,137,1,4,7,236.34500000000003,1.0,0.0,5,True,False,
traditional,truth_n5_39,5,keep100,1.0,6,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,5,0,184,321,327,143,5,6,11,215.175,5.0,4.0,4,True,False,
traditional,truth_n5_39,5,minline,0.0,5.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,488,851,865,377,1,5,7,548.785,5.0,4.0,4,True,False,
traditional,truth_n5_40,5,keep100,1.0,5,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,176,305,309,133,3,5,9,204.165,3.0,2.0,4,True,False,
traditional,truth_n5_40,5,minline,0.0,5.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,3,0,176,305,309,133,3,5,9,204.165,3.0,2.0,4,True,False,
traditional,truth_n5_41,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,192,323,323,131,1,3,7,217.075,1.0,0.0,5,True,False,
traditional,truth_n5_41,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,192,323,323,131,1,3,7,217.075,1.0,0.0,5,True,False,
traditional,truth_n5_42,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,240,405,407,167,1,3,7,269.975,1.0,0.0,5,True,False,
traditional,truth_n5_42,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,240,405,407,167,1,3,7,269.975,1.0,0.0,5,True,False,
traditional,truth_n5_43,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,144,239,239,95,1,4,7,166.095,1.0,0.0,5,True,False,
traditional,truth_n5_43,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,144,239,239,95,1,4,7,166.095,1.0,0.0,5,True,False,
traditional,truth_n5_44,5,keep100,1.0,10,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,exact_exhaustive,1,9,2,200,361,367,167,9,10,15,241.61499999999998,9.0,9.0,3,True,False,
traditional,truth_n5_44,5,minline,0.0,8.0,external_ros_lut_checkpoint_opt_minline,fanout_checkpoint,exact_exhaustive,1,1,2,552,993,1007,455,2,8,8,627.375,9.0,9.0,3,True,False,
traditional,truth_n5_45,5,keep100,1.0,13,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,exact_exhaustive,1,12,2,256,459,465,209,12,13,18,309.425,12.0,12.0,3,True,False,
traditional,truth_n5_45,5,line75,0.75,9,external_ros_lut_checkpoint_opt_line75,fanout_checkpoint,exact_exhaustive,1,1,2,904,1627,1639,735,2,9,8,1019.0150000000001,12.0,12.0,3,True,False,
traditional,truth_n5_45,5,minline,0.0,8.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,exact_exhaustive,1,0,2,992,1825,1859,867,1,8,7,1117.555,12.0,12.0,3,True,False,
traditional,truth_n5_46,5,keep100,1.0,6,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,5,0,176,307,311,135,5,6,11,206.295,5.0,4.0,4,True,False,
traditional,truth_n5_46,5,minline,0.0,5.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,504,879,885,381,1,5,7,566.2449999999999,5.0,4.0,4,True,False,
traditional,truth_n5_47,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,224,369,371,147,1,4,7,253.795,1.0,0.0,5,True,False,
traditional,truth_n5_47,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,224,369,371,147,1,4,7,253.795,1.0,0.0,5,True,False,
traditional,truth_n5_48,5,keep100,1.0,11,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,10,0,248,455,459,211,10,11,16,297.195,10.0,9.0,3,True,False,
traditional,truth_n5_48,5,line75,0.75,8,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,712,1323,1335,623,1,6,7,803.175,10.0,9.0,3,True,False,
traditional,truth_n5_48,5,minline,0.0,6.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,712,1323,1335,623,1,6,7,803.175,10.0,9.0,3,True,False,
traditional,truth_n5_49,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,200,333,335,135,1,3,7,225.695,1.0,0.0,5,True,False,
traditional,truth_n5_49,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,200,333,335,135,1,3,7,225.695,1.0,0.0,5,True,False,
traditional,truth_n5_50,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,232,387,387,155,1,4,7,262.83500000000004,1.0,0.0,5,True,False,
traditional,truth_n5_50,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,232,387,387,155,1,4,7,262.83500000000004,1.0,0.0,5,True,False,
traditional,truth_n5_51,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,168,279,281,113,1,4,7,192.505,1.0,0.0,5,True,False,
traditional,truth_n5_51,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,168,279,281,113,1,4,7,192.505,1.0,0.0,5,True,False,
traditional,truth_n5_52,5,keep100,1.0,6,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,5,0,160,291,295,135,5,6,11,189.415,5.0,4.0,4,True,False,
traditional,truth_n5_52,5,minline,0.0,5.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,384,707,713,329,1,5,7,436.265,5.0,4.0,4,True,False,
traditional,truth_n5_53,5,keep100,1.0,6,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,5,0,152,269,275,123,5,6,11,180.11499999999998,5.0,4.0,4,True,False,
traditional,truth_n5_53,5,minline,0.0,5.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,408,723,737,329,1,5,7,461.26500000000004,5.0,4.0,4,True,False,
traditional,truth_n5_54,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,160,263,265,105,1,3,7,181.54500000000002,1.0,0.0,5,True,False,
traditional,truth_n5_54,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,160,263,265,105,1,3,7,181.54500000000002,1.0,0.0,5,True,False,
traditional,truth_n5_55,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,176,291,293,117,1,3,7,199.20499999999998,1.0,0.0,5,True,False,
traditional,truth_n5_55,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,176,291,293,117,1,3,7,199.20499999999998,1.0,0.0,5,True,False,
traditional,truth_n5_56,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,168,275,275,107,1,4,7,192.195,1.0,0.0,5,True,False,
traditional,truth_n5_56,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,168,275,275,107,1,4,7,192.195,1.0,0.0,5,True,False,
traditional,truth_n5_57,5,keep100,1.0,4,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,240,395,395,155,1,4,7,271.27500000000003,1.0,0.0,5,True,False,
traditional,truth_n5_57,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,240,395,395,155,1,4,7,271.27500000000003,1.0,0.0,5,True,False,
traditional,truth_n5_58,5,keep100,1.0,2,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,96,163,163,67,1,2,7,109.63499999999999,1.0,0.0,5,True,False,
traditional,truth_n5_58,5,minline,0.0,2.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,96,163,163,67,1,2,7,109.63499999999999,1.0,0.0,5,True,False,
traditional,truth_n5_59,5,keep100,1.0,8,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,6,0,208,361,367,159,6,8,12,245.535,6.0,5.0,4,True,False,
traditional,truth_n5_59,5,minline,0.0,7.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,520,907,921,401,1,7,7,588.105,6.0,5.0,4,True,False,
traditional,truth_n5_60,5,keep100,1.0,8,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,7,0,144,269,277,133,7,8,13,176.245,7.0,6.0,3,True,False,
traditional,truth_n5_60,5,line75,0.75,6,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,448,839,865,417,1,5,7,508.70500000000004,7.0,6.0,3,True,False,
traditional,truth_n5_60,5,minline,0.0,5.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,448,839,865,417,1,5,7,508.70500000000004,7.0,6.0,3,True,False,
traditional,truth_n5_61,5,keep100,1.0,3,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,1,0,136,233,233,97,1,3,7,155.785,1.0,0.0,5,True,False,
traditional,truth_n5_61,5,minline,0.0,3.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,1,0,136,233,233,97,1,3,7,155.785,1.0,0.0,5,True,False,
traditional,truth_n5_62,5,keep100,1.0,5,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,128,227,229,101,3,5,9,151.525,3.0,2.0,4,True,False,
traditional,truth_n5_62,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,240,423,425,185,1,4,7,273.14500000000004,3.0,2.0,4,True,False,
traditional,truth_n5_63,5,keep100,1.0,5,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,144,247,249,105,3,5,9,168.66500000000002,3.0,2.0,4,True,False,
traditional,truth_n5_63,5,minline,0.0,4.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,272,463,465,193,1,4,7,307.425,3.0,2.0,4,True,False,
traditional,truth_n6_0,6,keep100,1.0,13,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,11,0,552,965,977,425,11,13,18,635.505,11.0,10.0,4,True,False,
traditional,truth_n6_0,6,line75,0.75,9,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,2896,5091,5145,2249,1,8,8,3215.305,11.0,10.0,4,True,False,
traditional,truth_n6_0,6,minline,0.0,8.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,2896,5091,5145,2249,1,8,8,3215.305,11.0,10.0,4,True,False,
traditional,truth_n6_1,6,keep100,1.0,31,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,exact_exhaustive,1,30,2,632,1129,1141,509,30,31,37,761.365,30.0,30.0,3,True,False,
traditional,truth_n6_1,6,line75,0.75,23,external_ros_lut_checkpoint_opt_line75,fanout_checkpoint,exact_exhaustive,1,1,2,5680,10107,10151,4471,2,11,9,6303.255,30.0,30.0,3,True,False,
traditional,truth_n6_1,6,line50,0.5,15,external_ros_lut_checkpoint_opt_line50,fanout_checkpoint,exact_exhaustive,1,1,2,5680,10107,10151,4471,2,11,9,6303.255,30.0,30.0,3,True,False,
traditional,truth_n6_1,6,minline,0.0,10.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,exact_exhaustive,1,0,2,5928,10665,10771,4843,1,10,8,6584.595,30.0,30.0,3,True,False,
traditional,truth_n6_2,6,keep100,1.0,13,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,11,0,440,767,783,343,11,13,18,511.855,11.0,10.0,4,True,False,
traditional,truth_n6_2,6,line75,0.75,9,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,1368,2391,2445,1077,1,8,8,1527.085,11.0,10.0,4,True,False,
traditional,truth_n6_2,6,minline,0.0,8.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,1368,2391,2445,1077,1,8,8,1527.085,11.0,10.0,4,True,False,
traditional,truth_n6_3,6,keep100,1.0,12,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,10,0,528,929,941,413,10,12,17,607.405,10.0,9.0,4,True,False,
traditional,truth_n6_3,6,minline,0.0,10.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,2160,3785,3831,1671,1,10,8,2405.5750000000003,10.0,9.0,4,True,False,
traditional,truth_n6_4,6,keep100,1.0,12,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,10,0,536,931,939,403,10,12,17,615.355,10.0,9.0,4,True,False,
traditional,truth_n6_4,6,line75,0.75,9,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,1928,3335,3357,1429,1,7,8,2140.045,10.0,9.0,4,True,False,
traditional,truth_n6_4,6,minline,0.0,7.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,1928,3335,3357,1429,1,7,8,2140.045,10.0,9.0,4,True,False,
traditional,truth_n6_5,6,keep100,1.0,6,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,3,0,384,649,653,269,3,6,10,434.445,3.0,2.0,5,True,False,
traditional,truth_n6_5,6,minline,0.0,6.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,3,0,384,649,653,269,3,6,10,434.445,3.0,2.0,5,True,False,
traditional,truth_n6_6,6,keep100,1.0,23,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,22,0,472,867,889,417,22,23,29,570.185,22.0,21.0,3,True,False,
traditional,truth_n6_6,6,line75,0.75,17,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,3352,6185,6315,2963,1,8,8,3739.755,22.0,21.0,3,True,False,
traditional,truth_n6_6,6,line50,0.5,11,external_ros_lut_checkpoint_opt_line50,zero_checkpoint,trivial_no_fanout,0,0,0,3352,6185,6315,2963,1,8,8,3739.755,22.0,21.0,3,True,False,
traditional,truth_n6_6,6,minline,0.0,8.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,3352,6185,6315,2963,1,8,8,3739.755,22.0,21.0,3,True,False,
