dataset,index,name,preset_name,n,anf_terms,method,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,correct,time_s,abc_lut_nodes,abc_lut_max_fanin,abc_script,source_manifest,skipped,error,abc_binary
n14,0,anf_n14_0,anf_n14_0,14,11,external_ros_lut_k3,3,928,1739,1787,859,47,48,62,1128.955,True,0.8120911121368408,47,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,38,truth_n4_21,truth_n4_21,4,6,external_ros_lut_k5,5,48,83,85,37,1,2,6,56.964999999999996,True,0.08526992797851562,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,39,truth_n4_22,truth_n4_22,4,9,external_ros_lut_k3,3,72,139,143,71,3,4,8,88.41499999999999,True,0.08125996589660645,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,39,truth_n4_22,truth_n4_22,4,9,external_ros_lut_k4,4,72,127,127,55,1,3,6,85.535,True,0.08644890785217285,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,39,truth_n4_22,truth_n4_22,4,9,external_ros_lut_k5,5,72,127,127,55,1,3,6,85.535,True,0.08215904235839844,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,40,truth_n4_23,truth_n4_23,4,7,external_ros_lut_k3,3,72,137,145,73,5,5,10,90.385,True,0.09779715538024902,5,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,40,truth_n4_23,truth_n4_23,4,7,external_ros_lut_k4,4,40,73,75,35,1,2,6,48.395,True,0.09542489051818848,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,40,truth_n4_23,truth_n4_23,4,7,external_ros_lut_k5,5,40,73,75,35,1,2,6,48.395,True,0.0940561294555664,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,41,truth_n4_24,truth_n4_24,4,12,external_ros_lut_k3,3,88,161,163,75,4,5,9,107.63499999999999,True,0.09272480010986328,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,41,truth_n4_24,truth_n4_24,4,12,external_ros_lut_k4,4,112,191,193,81,1,3,6,129.345,True,0.0935978889465332,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,41,truth_n4_24,truth_n4_24,4,12,external_ros_lut_k5,5,112,191,193,81,1,3,6,129.345,True,0.09424185752868652,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,42,truth_n4_25,truth_n4_25,4,7,external_ros_lut_k3,3,48,93,95,47,3,4,8,61.614999999999995,True,0.09170269966125488,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,42,truth_n4_25,truth_n4_25,4,7,external_ros_lut_k4,4,48,85,87,39,1,2,6,57.095,True,0.0954430103302002,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,42,truth_n4_25,truth_n4_25,4,7,external_ros_lut_k5,5,48,85,87,39,1,2,6,57.095,True,0.1327509880065918,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,43,truth_n4_26,truth_n4_26,4,8,external_ros_lut_k3,3,104,193,199,95,6,7,11,129.655,True,0.1305830478668213,6,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,43,truth_n4_26,truth_n4_26,4,8,external_ros_lut_k4,4,56,99,101,45,1,3,6,67.92500000000001,True,0.1229560375213623,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,43,truth_n4_26,truth_n4_26,4,8,external_ros_lut_k5,5,56,99,101,45,1,3,6,67.92500000000001,True,0.1272881031036377,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,44,truth_n4_27,truth_n4_27,4,9,external_ros_lut_k3,3,104,195,201,97,5,6,10,127.785,True,0.11854696273803711,5,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,44,truth_n4_27,truth_n4_27,4,9,external_ros_lut_k4,4,56,101,103,47,1,2,6,66.055,True,0.12665414810180664,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,44,truth_n4_27,truth_n4_27,4,9,external_ros_lut_k5,5,56,101,103,47,1,2,6,66.055,True,0.12550616264343262,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,45,truth_n4_28,truth_n4_28,4,9,external_ros_lut_k3,3,96,169,175,79,3,4,8,114.17500000000001,True,0.11671710014343262,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,45,truth_n4_28,truth_n4_28,4,9,external_ros_lut_k4,4,80,139,139,59,1,3,6,94.235,True,0.19520211219787598,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,45,truth_n4_28,truth_n4_28,4,9,external_ros_lut_k5,5,80,139,139,59,1,3,6,94.235,True,0.1860218048095703,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,46,truth_n4_29,truth_n4_29,4,7,external_ros_lut_k3,3,80,147,151,71,3,4,8,96.85499999999999,True,0.19028615951538086,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,46,truth_n4_29,truth_n4_29,4,7,external_ros_lut_k4,4,56,99,99,43,1,2,6,65.875,True,0.19057273864746094,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,46,truth_n4_29,truth_n4_29,4,7,external_ros_lut_k5,5,56,99,99,43,1,2,6,65.875,True,0.18329787254333496,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,20,truth_n4_3,truth_n4_3,4,11,external_ros_lut_k3,3,56,111,115,59,3,4,8,70.755,True,0.05001497268676758,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,20,truth_n4_3,truth_n4_3,4,11,external_ros_lut_k4,4,96,167,167,71,1,3,6,111.895,True,0.051039695739746094,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,20,truth_n4_3,truth_n4_3,4,11,external_ros_lut_k5,5,96,167,167,71,1,3,6,111.895,True,0.0479741096496582,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,47,truth_n4_30,truth_n4_30,4,9,external_ros_lut_k3,3,56,105,107,51,3,4,8,70.315,True,0.1826920509338379,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,47,truth_n4_30,truth_n4_30,4,9,external_ros_lut_k4,4,48,89,91,43,1,2,6,57.355000000000004,True,0.1987912654876709,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,47,truth_n4_30,truth_n4_30,4,9,external_ros_lut_k5,5,48,89,91,43,1,2,6,57.355000000000004,True,0.18358659744262695,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,48,truth_n4_31,truth_n4_31,4,10,external_ros_lut_k3,3,96,171,175,79,3,4,8,114.25500000000001,True,0.28377199172973633,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,48,truth_n4_31,truth_n4_31,4,10,external_ros_lut_k4,4,96,163,165,69,1,3,6,111.68499999999999,True,0.3135380744934082,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,48,truth_n4_31,truth_n4_31,4,10,external_ros_lut_k5,5,96,163,165,69,1,3,6,111.68499999999999,True,0.2801628112792969,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,49,truth_n4_32,truth_n4_32,4,8,external_ros_lut_k3,3,72,131,137,65,3,4,8,87.945,True,0.27141404151916504,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,49,truth_n4_32,truth_n4_32,4,8,external_ros_lut_k4,4,64,113,113,49,1,2,6,74.70499999999998,True,0.25745081901550293,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,49,truth_n4_32,truth_n4_32,4,8,external_ros_lut_k5,5,64,113,113,49,1,2,6,74.70499999999998,True,0.2621419429779053,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,50,truth_n4_33,truth_n4_33,4,6,external_ros_lut_k3,3,56,99,101,45,3,4,8,69.92500000000001,True,0.3928377628326416,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,50,truth_n4_33,truth_n4_33,4,6,external_ros_lut_k4,4,48,83,85,37,1,2,6,56.964999999999996,True,0.3286750316619873,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,50,truth_n4_33,truth_n4_33,4,6,external_ros_lut_k5,5,48,83,85,37,1,2,6,56.964999999999996,True,0.33330202102661133,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,51,truth_n4_34,truth_n4_34,4,5,external_ros_lut_k3,3,40,81,87,47,3,4,8,53.015,True,0.1724247932434082,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,51,truth_n4_34,truth_n4_34,4,5,external_ros_lut_k4,4,48,83,83,35,1,3,6,58.915,True,0.37483692169189453,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,51,truth_n4_34,truth_n4_34,4,5,external_ros_lut_k5,5,48,83,83,35,1,3,6,58.915,True,0.31226515769958496,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,52,truth_n4_35,truth_n4_35,4,6,external_ros_lut_k3,3,40,75,77,37,3,4,8,52.525,True,0.3381927013397217,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,52,truth_n4_35,truth_n4_35,4,6,external_ros_lut_k4,4,64,107,109,45,1,3,6,76.36500000000001,True,0.3254079818725586,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,52,truth_n4_35,truth_n4_35,4,6,external_ros_lut_k5,5,64,107,109,45,1,3,6,76.36500000000001,True,0.547598123550415,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,53,truth_n4_36,truth_n4_36,4,9,external_ros_lut_k3,3,80,157,165,85,4,5,9,99.60499999999999,True,0.42347002029418945,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,53,truth_n4_36,truth_n4_36,4,9,external_ros_lut_k4,4,56,103,103,47,1,2,6,66.13499999999999,True,0.3763868808746338,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,53,truth_n4_36,truth_n4_36,4,9,external_ros_lut_k5,5,56,103,103,47,1,2,6,66.13499999999999,True,0.33934903144836426,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,54,truth_n4_37,truth_n4_37,4,9,external_ros_lut_k3,3,56,105,111,55,3,4,8,70.41499999999999,True,0.5344369411468506,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,54,truth_n4_37,truth_n4_37,4,9,external_ros_lut_k4,4,112,187,187,75,1,3,6,129.035,True,0.53485107421875,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,54,truth_n4_37,truth_n4_37,4,9,external_ros_lut_k5,5,112,187,187,75,1,3,6,129.035,True,0.5095553398132324,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,55,truth_n4_38,truth_n4_38,4,8,external_ros_lut_k3,3,80,143,145,65,3,4,8,96.545,True,0.5017030239105225,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,55,truth_n4_38,truth_n4_38,4,8,external_ros_lut_k4,4,64,111,113,49,1,3,6,76.62499999999999,True,0.6357920169830322,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,55,truth_n4_38,truth_n4_38,4,8,external_ros_lut_k5,5,64,111,113,49,1,3,6,76.62499999999999,True,0.6329998970031738,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,56,truth_n4_39,truth_n4_39,4,11,external_ros_lut_k3,3,56,111,113,57,5,6,10,74.705,True,0.5602288246154785,5,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,56,truth_n4_39,truth_n4_39,4,11,external_ros_lut_k4,4,72,129,131,59,1,3,6,85.715,True,0.672976016998291,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,56,truth_n4_39,truth_n4_39,4,11,external_ros_lut_k5,5,72,129,131,59,1,3,6,85.715,True,1.102231740951538,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,21,truth_n4_4,truth_n4_4,4,8,external_ros_lut_k3,3,72,139,143,71,4,5,9,90.41499999999999,True,0.049436092376708984,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,21,truth_n4_4,truth_n4_4,4,8,external_ros_lut_k4,4,88,149,149,61,1,2,6,100.80499999999999,True,0.051451921463012695,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,21,truth_n4_4,truth_n4_4,4,8,external_ros_lut_k5,5,88,149,149,61,1,2,6,100.80499999999999,True,0.05252981185913086,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,57,truth_n4_40,truth_n4_40,4,7,external_ros_lut_k3,3,64,115,119,55,3,4,8,78.93499999999999,True,1.1110267639160156,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,57,truth_n4_40,truth_n4_40,4,7,external_ros_lut_k4,4,72,123,123,51,1,2,6,83.275,True,1.1127631664276123,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,57,truth_n4_40,truth_n4_40,4,7,external_ros_lut_k5,5,72,123,123,51,1,2,6,83.275,True,1.098794937133789,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,58,truth_n4_41,truth_n4_41,4,6,external_ros_lut_k3,3,80,153,155,75,4,5,9,99.19500000000001,True,0.803015947341919,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,58,truth_n4_41,truth_n4_41,4,6,external_ros_lut_k4,4,64,107,109,45,1,3,6,76.36500000000001,True,0.8695149421691895,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,58,truth_n4_41,truth_n4_41,4,6,external_ros_lut_k5,5,64,107,109,45,1,3,6,76.36500000000001,True,0.9309911727905273,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,59,truth_n4_42,truth_n4_42,4,11,external_ros_lut_k3,3,48,93,95,47,3,4,8,61.614999999999995,True,1.0784151554107666,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,59,truth_n4_42,truth_n4_42,4,11,external_ros_lut_k4,4,96,165,167,71,1,3,6,111.81499999999998,True,1.8491020202636719,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,59,truth_n4_42,truth_n4_42,4,11,external_ros_lut_k5,5,96,165,167,71,1,3,6,111.81499999999998,True,1.2898848056793213,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,60,truth_n4_43,truth_n4_43,4,6,external_ros_lut_k3,3,56,101,105,49,3,4,8,70.105,True,1.6450412273406982,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,60,truth_n4_43,truth_n4_43,4,6,external_ros_lut_k4,4,56,97,97,41,1,2,6,65.745,True,1.6406619548797607,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,60,truth_n4_43,truth_n4_43,4,6,external_ros_lut_k5,5,56,97,97,41,1,2,6,65.745,True,1.5824170112609863,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,61,truth_n4_44,truth_n4_44,4,10,external_ros_lut_k3,3,72,135,141,69,3,4,8,88.205,True,1.6885192394256592,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,61,truth_n4_44,truth_n4_44,4,10,external_ros_lut_k4,4,88,153,153,65,1,2,6,101.06500000000001,True,1.600748062133789,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,61,truth_n4_44,truth_n4_44,4,10,external_ros_lut_k5,5,88,153,153,65,1,2,6,101.06500000000001,True,1.3121519088745117,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,62,truth_n4_45,truth_n4_45,4,6,external_ros_lut_k3,3,64,117,121,57,3,4,8,79.065,True,0.9156808853149414,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,62,truth_n4_45,truth_n4_45,4,6,external_ros_lut_k4,4,40,73,73,33,1,2,6,48.345,True,0.6706609725952148,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,62,truth_n4_45,truth_n4_45,4,6,external_ros_lut_k5,5,40,73,73,33,1,2,6,48.345,True,0.6554176807403564,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,63,truth_n4_46,truth_n4_46,4,10,external_ros_lut_k3,3,88,167,169,81,4,5,9,108.025,True,0.5843870639801025,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,63,truth_n4_46,truth_n4_46,4,10,external_ros_lut_k4,4,88,151,153,65,1,3,6,102.98500000000001,True,0.8405342102050781,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,63,truth_n4_46,truth_n4_46,4,10,external_ros_lut_k5,5,88,151,153,65,1,3,6,102.98500000000001,True,0.6975398063659668,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,64,truth_n4_47,truth_n4_47,4,10,external_ros_lut_k3,3,120,221,227,107,6,7,11,147.315,True,0.698610782623291,6,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,64,truth_n4_47,truth_n4_47,4,10,external_ros_lut_k4,4,72,129,129,57,1,3,6,85.66499999999999,True,0.6905629634857178,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,64,truth_n4_47,truth_n4_47,4,10,external_ros_lut_k5,5,72,129,129,57,1,3,6,85.66499999999999,True,0.4247899055480957,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,65,truth_n4_48,truth_n4_48,4,13,external_ros_lut_k3,3,40,83,91,51,4,5,9,55.195,True,0.4263899326324463,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,65,truth_n4_48,truth_n4_48,4,13,external_ros_lut_k4,4,128,217,219,91,1,3,6,146.875,True,0.36972784996032715,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,65,truth_n4_48,truth_n4_48,4,13,external_ros_lut_k5,5,128,217,219,91,1,3,6,146.875,True,0.3806309700012207,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,66,truth_n4_49,truth_n4_49,4,7,external_ros_lut_k3,3,72,131,135,63,3,4,8,87.895,True,0.32589006423950195,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,66,truth_n4_49,truth_n4_49,4,7,external_ros_lut_k4,4,48,87,87,39,1,2,6,57.175,True,0.3087799549102783,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,66,truth_n4_49,truth_n4_49,4,7,external_ros_lut_k5,5,48,87,87,39,1,2,6,57.175,True,0.22896528244018555,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,22,truth_n4_5,truth_n4_5,4,8,external_ros_lut_k3,3,48,93,97,49,3,4,8,61.665,True,0.05260515213012695,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,22,truth_n4_5,truth_n4_5,4,8,external_ros_lut_k4,4,48,87,89,41,1,3,6,59.224999999999994,True,0.0530087947845459,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,22,truth_n4_5,truth_n4_5,4,8,external_ros_lut_k5,5,48,87,89,41,1,3,6,59.224999999999994,True,0.051171064376831055,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,67,truth_n4_50,truth_n4_50,4,10,external_ros_lut_k3,3,128,235,241,113,6,7,11,156.145,True,0.48059606552124023,6,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,67,truth_n4_50,truth_n4_50,4,10,external_ros_lut_k4,4,64,115,117,53,1,2,6,74.88499999999999,True,0.4497377872467041,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,67,truth_n4_50,truth_n4_50,4,10,external_ros_lut_k5,5,64,115,117,53,1,2,6,74.88499999999999,True,0.45876073837280273,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,68,truth_n4_51,truth_n4_51,4,4,external_ros_lut_k3,3,104,183,183,79,4,5,9,124.855,True,0.4429969787597656,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,68,truth_n4_51,truth_n4_51,4,4,external_ros_lut_k4,4,40,69,69,29,1,2,6,48.084999999999994,True,0.4205911159515381,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
