dataset,index,name,preset_name,n,anf_terms,method,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,correct,time_s,abc_lut_nodes,abc_lut_max_fanin,abc_script,source_manifest,skipped,error,abc_binary,candidate_ks
traditional,52,truth_n4_35,truth_n4_35,4,6,external_ros_lut_proxy,3,40,75,77,37,3,4,8,52.525,True,0.3381927013397217,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,53,truth_n4_36,truth_n4_36,4,9,external_ros_lut_proxy,5,56,103,103,47,1,2,6,66.13499999999999,True,0.33934903144836426,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,54,truth_n4_37,truth_n4_37,4,9,external_ros_lut_proxy,3,56,105,111,55,3,4,8,70.41499999999999,True,0.5344369411468506,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,55,truth_n4_38,truth_n4_38,4,8,external_ros_lut_proxy,5,64,111,113,49,1,3,6,76.62499999999999,True,0.6329998970031738,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,56,truth_n4_39,truth_n4_39,4,11,external_ros_lut_proxy,3,56,111,113,57,5,6,10,74.705,True,0.5602288246154785,5,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,21,truth_n4_4,truth_n4_4,4,8,external_ros_lut_proxy,3,72,139,143,71,4,5,9,90.41499999999999,True,0.049436092376708984,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,57,truth_n4_40,truth_n4_40,4,7,external_ros_lut_proxy,3,64,115,119,55,3,4,8,78.93499999999999,True,1.1110267639160156,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,58,truth_n4_41,truth_n4_41,4,6,external_ros_lut_proxy,4,64,107,109,45,1,3,6,76.36500000000001,True,0.8695149421691895,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,59,truth_n4_42,truth_n4_42,4,11,external_ros_lut_proxy,3,48,93,95,47,3,4,8,61.614999999999995,True,1.0784151554107666,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,60,truth_n4_43,truth_n4_43,4,6,external_ros_lut_proxy,5,56,97,97,41,1,2,6,65.745,True,1.5824170112609863,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,61,truth_n4_44,truth_n4_44,4,10,external_ros_lut_proxy,3,72,135,141,69,3,4,8,88.205,True,1.6885192394256592,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,62,truth_n4_45,truth_n4_45,4,6,external_ros_lut_proxy,5,40,73,73,33,1,2,6,48.345,True,0.6554176807403564,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,63,truth_n4_46,truth_n4_46,4,10,external_ros_lut_proxy,5,88,151,153,65,1,3,6,102.98500000000001,True,0.6975398063659668,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,64,truth_n4_47,truth_n4_47,4,10,external_ros_lut_proxy,5,72,129,129,57,1,3,6,85.66499999999999,True,0.4247899055480957,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,65,truth_n4_48,truth_n4_48,4,13,external_ros_lut_proxy,3,40,83,91,51,4,5,9,55.195,True,0.4263899326324463,4,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,66,truth_n4_49,truth_n4_49,4,7,external_ros_lut_proxy,5,48,87,87,39,1,2,6,57.175,True,0.22896528244018555,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,22,truth_n4_5,truth_n4_5,4,8,external_ros_lut_proxy,5,48,87,89,41,1,3,6,59.224999999999994,True,0.051171064376831055,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,67,truth_n4_50,truth_n4_50,4,10,external_ros_lut_proxy,4,64,115,117,53,1,2,6,74.88499999999999,True,0.4497377872467041,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,68,truth_n4_51,truth_n4_51,4,4,external_ros_lut_proxy,5,40,69,69,29,1,2,6,48.084999999999994,True,0.3577589988708496,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,69,truth_n4_52,truth_n4_52,4,10,external_ros_lut_proxy,5,56,105,105,49,1,2,6,66.26500000000001,True,0.3096158504486084,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,70,truth_n4_53,truth_n4_53,4,10,external_ros_lut_proxy,5,96,165,165,69,1,3,6,111.76499999999999,True,0.22704482078552246,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,71,truth_n4_54,truth_n4_54,4,8,external_ros_lut_proxy,4,80,137,137,57,1,3,6,94.10499999999999,True,0.2121269702911377,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,72,truth_n4_55,truth_n4_55,4,8,external_ros_lut_proxy,4,72,125,125,53,1,2,6,83.405,True,0.21035408973693848,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,73,truth_n4_56,truth_n4_56,4,7,external_ros_lut_proxy,5,40,73,75,35,1,2,6,48.395,True,0.2603309154510498,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,74,truth_n4_57,truth_n4_57,4,8,external_ros_lut_proxy,4,40,75,77,37,1,2,6,48.525,True,0.3113362789154053,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,75,truth_n4_58,truth_n4_58,4,9,external_ros_lut_proxy,5,64,113,115,51,1,2,6,74.755,True,0.3606889247894287,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,76,truth_n4_59,truth_n4_59,4,8,external_ros_lut_proxy,3,72,129,131,59,3,4,8,87.715,True,0.3327469825744629,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,23,truth_n4_6,truth_n4_6,4,8,external_ros_lut_proxy,4,64,113,113,49,1,2,6,74.70499999999998,True,0.052822113037109375,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,77,truth_n4_60,truth_n4_60,4,9,external_ros_lut_proxy,3,80,145,149,69,3,4,8,96.725,True,0.5208289623260498,3,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,78,truth_n4_61,truth_n4_61,4,8,external_ros_lut_proxy,4,80,135,137,57,1,2,6,92.025,True,0.29423999786376953,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,79,truth_n4_62,truth_n4_62,4,7,external_ros_lut_proxy,5,56,97,99,43,1,3,6,67.795,True,0.21386122703552246,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,80,truth_n4_63,truth_n4_63,4,8,external_ros_lut_proxy,4,56,101,101,45,1,3,6,68.005,True,0.23629379272460938,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,24,truth_n4_7,truth_n4_7,4,8,external_ros_lut_proxy,4,80,137,137,57,1,3,6,94.10499999999999,True,0.057135820388793945,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,25,truth_n4_8,truth_n4_8,4,11,external_ros_lut_proxy,5,72,129,131,59,1,2,6,83.715,True,0.05543398857116699,1,4,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,26,truth_n4_9,truth_n4_9,4,10,external_ros_lut_proxy,4,80,139,141,61,1,2,6,92.285,True,0.05444598197937012,1,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,81,truth_n5_0,truth_n5_0,5,15,external_ros_lut_proxy,5,144,245,247,103,1,3,7,164.53500000000003,True,0.30002808570861816,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,82,truth_n5_1,truth_n5_1,5,12,external_ros_lut_proxy,5,168,277,277,109,1,4,7,192.32500000000002,True,0.18102192878723145,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,91,truth_n5_10,truth_n5_10,5,15,external_ros_lut_proxy,5,152,259,259,107,1,3,7,173.315,True,0.39675211906433105,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,92,truth_n5_11,truth_n5_11,5,15,external_ros_lut_proxy,5,168,281,283,115,1,3,7,190.63500000000002,True,0.4990358352661133,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,93,truth_n5_12,truth_n5_12,5,19,external_ros_lut_proxy,4,160,281,285,125,3,5,9,186.76500000000001,True,0.43281984329223633,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,94,truth_n5_13,truth_n5_13,5,12,external_ros_lut_proxy,5,200,325,325,125,1,3,7,225.125,True,0.4444160461425781,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,95,truth_n5_14,truth_n5_14,5,13,external_ros_lut_proxy,5,176,289,291,115,1,3,7,199.07500000000002,True,0.47367310523986816,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,96,truth_n5_15,truth_n5_15,5,12,external_ros_lut_proxy,5,144,241,241,97,1,4,7,166.225,True,0.33946704864501953,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,97,truth_n5_16,truth_n5_16,5,17,external_ros_lut_proxy,5,224,371,371,147,1,4,7,253.875,True,0.2595508098602295,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,98,truth_n5_17,truth_n5_17,5,12,external_ros_lut_proxy,5,136,229,229,93,1,3,7,155.525,True,0.23523688316345215,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,99,truth_n5_18,truth_n5_18,5,10,external_ros_lut_proxy,5,104,175,177,73,1,3,7,120.385,True,0.24379587173461914,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,100,truth_n5_19,truth_n5_19,5,15,external_ros_lut_proxy,5,144,245,247,103,1,3,7,164.53500000000003,True,0.23201203346252441,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,83,truth_n5_2,truth_n5_2,5,17,external_ros_lut_proxy,4,168,293,299,131,3,5,9,195.515,True,0.2240297794342041,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,101,truth_n5_20,truth_n5_20,5,18,external_ros_lut_proxy,3,128,233,241,113,6,7,12,156.065,True,0.2263329029083252,6,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,102,truth_n5_21,truth_n5_21,5,13,external_ros_lut_proxy,5,152,255,255,103,1,3,7,173.05499999999998,True,0.2376408576965332,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,103,truth_n5_22,truth_n5_22,5,18,external_ros_lut_proxy,4,168,291,293,125,3,5,9,195.285,True,0.2002730369567871,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,104,truth_n5_23,truth_n5_23,5,15,external_ros_lut_proxy,5,200,331,331,131,1,4,7,227.51500000000001,True,0.34401917457580566,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,105,truth_n5_24,truth_n5_24,5,18,external_ros_lut_proxy,3,160,307,311,151,7,8,13,194.45499999999998,True,0.20613789558410645,7,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,106,truth_n5_25,truth_n5_25,5,13,external_ros_lut_proxy,3,128,233,237,109,6,7,12,155.965,True,0.20144224166870117,6,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,107,truth_n5_26,truth_n5_26,5,14,external_ros_lut_proxy,4,184,325,333,149,5,7,11,217.485,True,0.23421788215637207,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,108,truth_n5_27,truth_n5_27,5,21,external_ros_lut_proxy,3,208,383,385,177,7,8,13,246.865,True,0.27396106719970703,7,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,109,truth_n5_28,truth_n5_28,5,14,external_ros_lut_proxy,5,192,317,317,125,1,3,7,216.685,True,0.3100578784942627,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,110,truth_n5_29,truth_n5_29,5,14,external_ros_lut_proxy,5,192,315,317,125,1,3,7,216.605,True,0.3809232711791992,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,84,truth_n5_3,truth_n5_3,5,19,external_ros_lut_proxy,3,144,269,275,131,7,8,13,176.195,True,0.22663402557373047,7,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,111,truth_n5_30,truth_n5_30,5,18,external_ros_lut_proxy,3,144,261,265,121,6,7,12,173.625,True,0.42742109298706055,6,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,112,truth_n5_31,truth_n5_31,5,20,external_ros_lut_proxy,5,208,351,353,145,1,3,7,234.78499999999997,True,0.36662912368774414,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,113,truth_n5_32,truth_n5_32,5,15,external_ros_lut_proxy,5,184,305,307,123,1,3,7,208.03499999999997,True,0.3443319797515869,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,114,truth_n5_33,truth_n5_33,5,19,external_ros_lut_proxy,5,224,375,375,151,1,4,7,254.135,True,0.3350059986114502,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,115,truth_n5_34,truth_n5_34,5,18,external_ros_lut_proxy,4,152,273,277,125,3,4,9,176.325,True,0.21698999404907227,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,116,truth_n5_35,truth_n5_35,5,20,external_ros_lut_proxy,3,224,413,417,193,10,11,16,270.70500000000004,True,0.3044438362121582,10,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,117,truth_n5_36,truth_n5_36,5,10,external_ros_lut_proxy,5,152,249,249,97,1,4,7,174.66500000000002,True,0.34641575813293457,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,118,truth_n5_37,truth_n5_37,5,10,external_ros_lut_proxy,5,80,139,141,61,1,2,7,92.285,True,0.35733771324157715,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,119,truth_n5_38,truth_n5_38,5,16,external_ros_lut_proxy,5,208,345,345,137,1,4,7,236.34500000000003,True,0.3358440399169922,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,120,truth_n5_39,truth_n5_39,5,19,external_ros_lut_proxy,4,184,321,327,143,5,6,11,215.175,True,0.4127671718597412,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,85,truth_n5_4,truth_n5_4,5,18,external_ros_lut_proxy,5,232,383,385,153,1,3,7,260.625,True,0.23621511459350586,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,121,truth_n5_40,truth_n5_40,5,18,external_ros_lut_proxy,4,176,305,309,133,3,5,9,204.165,True,0.30623626708984375,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,122,truth_n5_41,truth_n5_41,5,17,external_ros_lut_proxy,5,192,323,323,131,1,3,7,217.075,True,0.23137998580932617,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,123,truth_n5_42,truth_n5_42,5,23,external_ros_lut_proxy,5,240,405,407,167,1,3,7,269.975,True,0.5066840648651123,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,124,truth_n5_43,truth_n5_43,5,11,external_ros_lut_proxy,5,144,239,239,95,1,4,7,166.095,True,0.4211139678955078,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,125,truth_n5_44,truth_n5_44,5,21,external_ros_lut_proxy,3,200,361,367,167,9,10,15,241.61499999999998,True,0.44501781463623047,9,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,126,truth_n5_45,truth_n5_45,5,18,external_ros_lut_proxy,3,256,459,465,209,12,13,18,309.425,True,0.19799399375915527,12,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,127,truth_n5_46,truth_n5_46,5,19,external_ros_lut_proxy,4,176,307,311,135,5,6,11,206.295,True,0.2177119255065918,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,128,truth_n5_47,truth_n5_47,5,17,external_ros_lut_proxy,5,224,369,371,147,1,4,7,253.795,True,0.22028613090515137,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,129,truth_n5_48,truth_n5_48,5,22,external_ros_lut_proxy,3,248,455,459,211,10,11,16,297.195,True,0.31716203689575195,10,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,130,truth_n5_49,truth_n5_49,5,17,external_ros_lut_proxy,5,200,333,335,135,1,3,7,225.695,True,0.3042919635772705,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,86,truth_n5_5,truth_n5_5,5,14,external_ros_lut_proxy,3,168,309,315,147,7,8,13,202.555,True,0.21013903617858887,7,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,131,truth_n5_50,truth_n5_50,5,19,external_ros_lut_proxy,5,232,387,387,155,1,4,7,262.83500000000004,True,0.4358479976654053,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,132,truth_n5_51,truth_n5_51,5,14,external_ros_lut_proxy,5,168,279,281,113,1,4,7,192.505,True,0.47335314750671387,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,133,truth_n5_52,truth_n5_52,5,18,external_ros_lut_proxy,4,160,291,295,135,5,6,11,189.415,True,0.5364968776702881,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,134,truth_n5_53,truth_n5_53,5,16,external_ros_lut_proxy,4,152,269,275,123,5,6,11,180.11499999999998,True,0.26900196075439453,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,135,truth_n5_54,truth_n5_54,5,12,external_ros_lut_proxy,5,160,263,265,105,1,3,7,181.54500000000002,True,0.1474602222442627,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,136,truth_n5_55,truth_n5_55,5,14,external_ros_lut_proxy,5,176,291,293,117,1,3,7,199.20499999999998,True,0.2341139316558838,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,137,truth_n5_56,truth_n5_56,5,11,external_ros_lut_proxy,5,168,275,275,107,1,4,7,192.195,True,0.22766518592834473,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,138,truth_n5_57,truth_n5_57,5,17,external_ros_lut_proxy,5,240,395,395,155,1,4,7,271.27500000000003,True,0.18518495559692383,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,139,truth_n5_58,truth_n5_58,5,9,external_ros_lut_proxy,5,96,163,163,67,1,2,7,109.63499999999999,True,0.23176813125610352,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,140,truth_n5_59,truth_n5_59,5,17,external_ros_lut_proxy,4,208,361,367,159,6,8,12,245.535,True,0.22118401527404785,6,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,87,truth_n5_6,truth_n5_6,5,21,external_ros_lut_proxy,3,176,329,339,163,9,10,15,215.875,True,0.2164306640625,9,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,141,truth_n5_60,truth_n5_60,5,19,external_ros_lut_proxy,3,144,269,277,133,7,8,13,176.245,True,0.21873974800109863,7,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,142,truth_n5_61,truth_n5_61,5,14,external_ros_lut_proxy,5,136,233,233,97,1,3,7,155.785,True,0.20022082328796387,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
